time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,market,new,1,day,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,387.2699890136719,1961.0,0.0
2022-07-08 09:30:00-04:00,MLTrader,SPY,buy,market,fill,1,day,0.0,1,stock,387.2699890136719,3428.0,0.0
2022-09-22 09:30:00-04:00,MLTrader,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-09-22 09:30:00-04:00,MLTrader,SPY,sell,stop,fill,1,day,0.0,1,stock,367.90648956298827,1961.0,0.0
2022-09-27 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-27 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,364.3800048828125,210.0,0.0
2022-09-28 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2022-09-28 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,366.80999755859375,313.0,0.0
2022-10-24 08:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MLTrader,SPY,buy,stop,fill,1,day,0.0,1,stock,385.15049743652344,313.0,0.0
2022-10-24 08:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-10-24 08:30:00-04:00,MLTrader,SPY,buy,stop,fill,1,day,0.0,1,stock,382.59900512695316,210.0,0.0
2023-01-19 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-01-19 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,389.3599853515625,185.0,0.0
2023-02-01 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,SPY,buy,stop,fill,1,day,0.0,1,stock,408.82798461914064,185.0,0.0
2023-04-10 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-10 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,410.260009765625,171.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-06-06 09:30:00-04:00,MLTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,245.0,0.0
2023-06-06 09:30:00-04:00,MLTrader,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,171.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,37.0,0.0
2023-06-12 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,245.0,0.0
2023-06-29 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,175.0,0.0
2023-07-26 09:30:00-04:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-07-26 09:30:00-04:00,MLTrader,SPY,buy,stop,fill,1,day,0.0,1,stock,459.0199890136719,37.0,0.0
2023-08-01 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-01 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,453.25,237.0,0.0
2023-08-11 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-11 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,443.9700012207031,363.0,0.0
2023-08-21 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-21 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.17999267578125,548.0,0.0
2023-09-08 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-09-08 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,444.8999938964844,815.0,0.0
2023-11-02 09:30:00-04:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-02 09:30:00-04:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,433.1400146484375,1256.0,0.0
2023-11-13 09:30:00-05:00,MLTrader,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-11-13 09:30:00-05:00,MLTrader,SPY,sell,market,fill,1,gtc,0.0,1,stock,439.2300109863281,1858.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,market,new,1,day,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,market,fill,1,gtc,0.0,1,stock,449.2200012207031,2725.0,0.0
2023-11-16 09:30:00-05:00,MLTrader,SPY,buy,market,fill,1,day,0.0,1,stock,449.2200012207031,5252.0,0.0
